Letter,Date,Year,Sender,Receiver,Transcription
DCP-LETT-4722.xml,1864-12-21 ,1864,"Darwin, C. R.","Spencer, Herbert","I have been hoping to call—(instead of which, I am going away) with a manuscript—a translation from an article written by (the German Professor of Geology) Cotta on Sir C. Lyell’s & M r Darwin’s works —& the translator—M r Noel thought that Mr Darwin might like to read what he, Cotta, says of his views—for he seems to appreciate & apply them most correctly— The remarks upon the “Origin” begin at Page 86 not taking up more than 11 of the MS. sheets—so that perhaps M r Darwin would not find them too long to look at himself— in spite of corrections & want of corrections M r Noel thought of sending it to the Natural History Review or of asking M r Lubbock to give his opinion on it first— Will you be so good as to send it back here to Elinor when you have finished—as I shall be away for a week—& as M r Noel would, for Prof. Cotta’s sake, be glad to have it published as soon as possible— Believe me very sincerely yrs Alice Bonham Carter Elinor hopes to call on Thursday"
DCP-LETT-4810.xml,1865-04-10 ,1865,"Darwin, C. R.","Fitzgerald, R. D.","I duly received your letter along with the copies of my papers —for all the trouble about which I can only express my great indebtedness. I am quite ashamed at the time I have allowed to elapse in acknowledging the receipt of the above along with your own paper on the Lythrums —which I have read with great interest— How completely the sexual phenomena of the Lythrums casts into the shade those of the Primula, &c, which we have of late regarded as so remarkable! I have also to acknowledge receipt of Dr. Cruger’s paper on Orchids. I see Dr. Cruger attributes the sterility of the male Catasetum to a deficiency in the conducting tissue. My experiments results on the Gongoras & Acroperas illustrates this view, inasmuch as I have found a gradual decrease in the amount of fertility according to the amount I cut from the column in inserting the pollen-masses. This is further illustrated by the fact that in those cases in which the capsule did not set when I had cut largely from the column—I invariably found that a sufficiency of pollen-tubes were developed, showing us that the power of stimulating the full developement of the ovules does not, at least in every case reside innately, & independently in the pollen. I should have liked if Dr. Cruger had entered more fully into the fertilisation of Gongora   He has said nothing as to the contraction of the stigmatic cavity! I have not as yet had an opportunity of examining many of the species —but all that I have seen, exhibit the same contracted characteristics—and of course it would have been utterly impossible for an insect—I am inclined to think—to insert the pollinia— Fertilisation in these could only have been effected in the manner described by Dr. Cruger by a large developement of the viscous matter around the mouth of the stigma as I formerly supposed. I should like much to have time & opportunities to re-commence experiments on the above. At present I have neither being kept very busy indeed with the Cinchonas Whether or not I remain here much longer I really cannot say. I rather think that I will go down to the Calcutta Botanic Gardens, as Curator, Dr. Anderson having offered it me, & appears desirous that I should take it for a short time. I expected that I would have known definitely ere this whether I should go or not, Dr. Anderson having promised to pay us a visit here in the latter end of March. I trust my other letters and paper on Verbascums have come duly to hand, as I have not had the pleasure of hearing from you since the date of their arrival. I have to express my best thanks for your remarks upon composition. I can assure you, I well know the need of improving myself—but alas! for my powers. I am most completely awanting in the powers of expression, so that my highest source of happiness, affords me the greatest pain. I was sorry to hear of the old bye law which prevents my election as an Associate of the Linnean Society. I should have indeed liked much to have had that honour conferred upon me. But now of course it can’t be helped. I am much pleased to find that Prof. A. Gray has noticed my paper— I expected that he would have something to say on the N.A. Hottonia inflata . I am sorry to see by your last letter that your health was still weak. I sincerely trust that you are now as spring advances beginning to enjoy a greater share of this first of all comforts. I will be glad if I have a letter from you soon, & find that I can possibly be of any service to you here, should it be that I have to go to Calcutta. In case this should be, when you are pleased to write me again, will you kindly address to the care of D r . Anderson as formerly. And now with many thanks—which I as yet can alone offer—for all your kindness to me. I remain | Sir | Your obliged & obed Serv | J. Scott."
DCP-LETT-4949.xml,1865-12-09 ,1865,"Darwin, C. R.","Sanderson, J. S. B.","I have received your interesting letter of Oct. 10 th . with its new facts on branch-tendrils. If the Linn. Soc. publishes your paper, as I am sure it ought to do, I will append a note with some of these new facts. I forwarded immediately your M.S. to Prof. Max Schultze but I did not read it, for German hand writing utterly puzzles me, & I am so weak I am capable of no exertion: I took the liberty however of asking him to send me a copy if separate ones are printed; & I reminded him about the spunge paper. I knew of the difference in the spicula, but your difficulty had not occurred to me; from analogy I should rather expect that spunges have existed with spicula of the 2 kinds, & that the one had ultimately preponderated over the other. You will have received before this my book on Orchids & I wish I had known that you w d have preferred the English edition. Should the German ed. fail to reach you I will send an English one. That is a curious observation of your daughter about the movement of the apex of the stem of Linum & w d I think be worth following out; I suspect many plants move a little, following the sun; but all do not for I have watched some pretty carefully. I can give you no Zoological news for I live the life of the most secluded hermit. I occasionally hear from Ernst Haeckel who seems as determined as you are to work out the subject of the change of species. You will have seen his curious paper on certain Medusæ reproducing themselves by seminal generation at two periods of growth. With sincere respect | Believe me my dear Sir | Yours very truly | Ch. Darwin"
DCP-LETT-4987.xml,1866-01-29 ,1866,"Darwin, C. R.","Darwin, Francis","Essex Institute, | Salem, Mass. Jan 29 186 6 Charles Darwin Esq. Dear Sir: Professor J. Wyman, of Cambridge, has requested me to send you a copy of a short paper which I read at a meeting of the Essex Institute Oct. 1863, on the habits of some of our species of Humble Bees (Bombus), thinking that you might be interested in my observations on the formation of the cells in the nest of Bombus. I, therefore, take the liberty of mailing a copy of the paper to you. You will notice on reading the paper that I state that the larvæ make the cells & not the old bees . I have examined so many nests of the several species of Bombus during the last 3 years that I feel confident I have made no mistake in regard to this point. You will, I think, be interested in D r . Packards account of the “Humble Bees & their Parasites” sent under the same cover with my “Notes &c” I shall soon publish an account of a singular specimen of an Eel which was found in a well. This eel, which is our common species Anguilla bostoniensis, is of most singular shape. Having the head much shortened & broader than is normal, & with the eyes & pectoral fins very much developed. The enclosed rough sketch will give you an idea of the shape of the head. The rest of the specimen is normal. The well in which the eel was found is situated nearly a mile from either salt or fresh water. How the eel got into the well & what caused it to be so singularly formed I will not undertake to say. I am, sir, | very respectfully, | your ob’t. sv’t, | F. W. Putnam, | Supt. E.I."
DCP-LETT-5004A.xml,1866-02-13 ,1866,"Darwin, C. R.","Flower, W. H.","Ich empfing Ihre freundlichen Briefe vom 17. October und vom 9. Dezember und auch Ihr “Journal of Researches”, wofür ich Ihnen noch meinen aufrichtigen Dank sagen darf. Ich lese das Buch jetzt mit ausserordentlichem Interesse. Sie bemerken (S. 30), dass bei all den verschiedenen Arten von leuchtenden Thieren, welche Sie beobachtet haben, das Licht von deutlich grüner Farbe gewesen ist. Ich habe dieselbe Beobachtung gemacht bei Seethieren (Renilla, Noctiluca, Beroë u. s. w.), aber bei den Insecten giebt es einige Ausnahmen. Die verschiedenen Arten von leuchtenden Elateren, welche ich gesehen habe, besitzen ausser den beiden Lichtern am Thorax noch einen leuchtenden Fleck an der Bauchseite des ersten Hinterleibsegments; wenn das Insect in Ruhe ist oder umherkriecht, so ist dieser Fleck nicht sichtbar; er wird aber sichtbar, sobald der Hinterleib in die Höhe gebogen wird oder wenn der Elater fliegt. Das Licht dieses Flecks ist sogar heller als das der beiden anderen und von gelber Farbe, sehr verschieden von dem grünlichen Licht der Thorax-Flecken. .... . Eine kleine Art von Elater hat zwei leuchtende Punkte mehr, welche wie diejenige der Glühwürmer an dem hinteren Theil des Abdomen gelegen sind. Ungefähr vor 12 Jahren fand ich in dem Urwalde am Itajahy-Fluss eine sehr merkwürdige leuchtende Käferlarve, welche leuchtende Flecke an allen ihren Leibesringeln hatte; einige von diesen Flecken (wenn ich mich recht entsinne, diejenigen des Vorderendes) waren von leuchtendem Roth, einige waren gelb, und der grösste Theil grün. Die Larve konnte alle oder auch einige von ihren leuchtenden Flecken verdunkeln; wenn sie gereizt wurde, so strahlten alle ein prächtiges Licht aus. Die Larve scheint sehr selten zu sein; mein Bruder, der am Itajahy seit 1852 lebt, hat sie nur ein einziges Mal gefunden. Es ist mir sehr schmeichelhaft, dass Sie meine Bemerkungen über Kletterpflanzen für werth gehalten haben, der Linnaean Soc. vorgelegt zu werden. .... . Im letzten Monat habe ich drei Wochen zu einer Reise nach dem Itajahy-Fluss verwendet, wo ich mich wiederum an der Pracht unserer Urwälder erfreute. Ich sah mich nach Kletterpflanzen um; aber ich habe nur einen einzigen Fall von einer Pflanze bemerkt, welche einen dicken Stamm erkletterte (ungefähr 5 Fuss im Umfang); nach dem Bau des Holzes und dem bitteren Geschmack glaube ich, dass es eine Menispermee war; sie hatte ungefähr 3 Zoll Durchmesser und kletterte in einer lockeren Spirale von links nach rechts. Die meisten Kletterpflanzen, welche dicke Bäume erstiegen, waren Wurzelklimmer (Farne, Aroideen, Begonia u. s. w.); ich fand auch einige Rankenklimmer (Haplolophium, Bignonia, Cissus u. s. w.).— Am oberen Itajahy sah ich zahlreiche schwarze Schnüre (von einigen Linien bis zu beinah ein Zoll Durchmesser[)], spiralig um die Stämme einiger mächtigen Bäume gewunden, und ich glaubte zuerst, es wären Kletterpflanzen, welche die Bäume erstiegen; später aber fand ich, dass es Luftwurzeln waren von einem Philodendron, welches auf den Zweigen jener Bäume lebte und von dort die Wurzeln nach der Erde sandte. Es giebt einige andere Arten von Philodendron, deren Luftwurzeln immer frei von den Zweigen herunterhängen und senkrecht zur Erde wachsen, wobei sie oftmals eine Länge von mehr als 50 m erreichen. .... . Was Orchideen anbetrifft, so habe ich die gute Gelegenheit, Arten aus all den verschiedenen Gruppen zu beobachten und so viele von den wundervollen Anpassungen zu sehen, welche in Ihrem Orchideen-Buch beschrieben sind, und mich so von der Richtigkeit Ihrer Beobachtungen zu überzeugen.... ."
DCP-LETT-5007.xml,1866-02-15 ,1866,"Darwin, C. R.","Tylor, E. B.","Many thanks for Hooker’s letter. It is a real pleasure to me to read his letters, they are alway written with such spirit. I quite agree that Agassiz could never mistake weathered-blocks & glacial action; though the mistake has, I know, been made in 2 or 3 quarters of the world. I have often fought with Hooker about the Physicists putting their veto on the world having been cooler; it seems to me as irrational, as if, when Geologists first brought forward some evidence of elevation & subsidence, a former Hooker had declared that this c d not possibly be admitted until Geologists c d explain what made the earth rise & fall. It seems that I erred greatly about some of the plants on the Organ M ts ., but I am very glad to hear about Fuchsia &c. I cannot make out what Hooker does believe, he seems to admit the former cooler climate, & almost in the same breath, to spurn the idea. To retort Hooker’s words “It is inexplicable to me” how he can compare the transport of seeds from the Andes to the Organs M ts . with that from a continent to an island: not to mention the much greater distance, there are no currents of water from one to the other, & what on earth sh d make a bird fly that distance without resting many times. I do not at all suppose that nearly all tropical forms were exterminated during the cool period, but in somewhat depopulated areas, into which there c d be no migration, probably many closely allied species will have been formed since this period. Hooker’s paper in Nat. Hist. Rev. is well worth studying; but I cannot remember that he gives good grounds for his conviction that certain orders of plants c d not withstand a rather cooler climate, even if it came on most gradually. We have only just learnt under how cool a temperature several tropical Orchids can flourish. I clearly saw Hookers difficulty about the preservation of tropical forms during the cool period, & tried my best to retain one spot after another as a hot-house for their preservation; but it w d not hold good, & it was a mere piece of truckling on my part when I suggested that longitudinal belts of the world were cooled one after the other. I shall very much like to see Agassiz’ letter whenever you receive one. I have written a long letter; but a squabble with or about Hooker always does me a world of good, & we have been at it many a long year. I cannot quite understand whether he attacks me as a Wriggler or a Hammerer but I am very sure that a deal of wriggling has to be done. With many thanks | yours affectionately | Charles Darwin"
DCP-LETT-5169.xml,1866-08-01 ,1866,"Darwin, C. R.","Candolle, C. P. de","I am much obliged to you for your kind present of your Mem. on the “Pipéracées”. I am sorry to say that I have not sufficient knowledge of botany fully to understand all the points which you discuss, but I can see that some of them are extremely interesting. I should be much obliged if you w d give my sincere thanks to your father for the extremely kind letter which he wrote me when in London; I should have written to him at once had I known his address. It caused me sincere regret that the state of my health prevented me attending the Congress & having the great pleasure & honour of conversing with your father. With my best thanks pray believe me my dear Sir | yours very faithfully. | Charles Darwin"
DCP-LETT-5185.xml,1866-08-08 ,1866,"Darwin, C. R.","Hooker, J. D.","It w d be a very great pleasure to me if I c d think that my letters were of the least use to you. I must have expressed myself badly for you to suppose that I look at islands being stocked by occasional transport as a well established hypothesis: we both give up creation & therefore have to account for the inhabitants of islands either by continental extensions or by occasional transport; now all that I maintain is that of these two alternatives, one of which must be admitted notwithstanding very many difficulties, that occasional transport is by far the most probable. I go thus far further that I maintain, knowing what we do, that it w d . be inexplicable if unstocked isl ds were not stocked to certain extent at least, by these occasional means.— European birds are occasionally driven to America but far more rarely than in the reverse direction: they arrive viâ Greenland (Baird): yet a European lark has been caught in Bermuda. By the way you might like to hear that European birds regularly migrate, viâ the Northern Islands, to Greenland. About the erratics in the Azores see Origin p. 393: Hartung c d hardly be mistaken about granite blocks on a volcanic island. You must understand that I do not know, only suppose, that Beatson’s bird was a Wader. I do not think it a mystery that birds have not been modified in Madeira. Pray look at p. 422 of Origin. You w d not think it a mystery if you had seen the long lists which I have (somewhere) of the birds annually blown, even in flocks, to Madeira. The crossed stock would be the more vigorous.— Remember if you do not come here before Nottingham, if you do not come afterwards I shall think myself diabolically ill-used. yours affectionately | Ch. Darwin P.S. Ought you not to measure from the Azores, not to Newfoundland, but to the more Southern & temperate States?"
DCP-LETT-5265.xml,1866-11-02 ,1866,"Darwin, C. R.","Berkeley, M. J.",I was glad to hear from Miss Darwin on Saturday last that your sympathies are with us in the Eyre prosecution matter. We want to have as weighty a list of names as we can. Will you let us add yours to the selected list I send herewith. Your signature will not involve any active part. On this understanding Huxley has given us his— I inclose a capital letter he has just published very truly yours | Herbert Spencer
DCP-LETT-5277.xml,1866-11-13 ,1866,"Darwin, C. R.","Kemp, J. C.","I am very much obliged for your very interesting letter, for the seeds, and especially for the trouble which you have taken about the peas. I have often received vague information about sw. and common peas crossing; but on the other hand some careful raisers have assured me positively (and in one case I saw the seed-beds) that they get seed from beds of adjoining vars., and each var. comes true. I have the particulars of one case in which one var. of common pea was raised for a number of generations near other peas and yet kept true. From the action of Bees and from analogy the whole case perplexes me much. Perhaps if you come across any nursery gardener you will enquire whether they have actually known adjoining vars. to cross. Last autumn I saw a peculiar bee visiting and apparently fertilising my sweet peas and I have saved seed to see if they come true. But I shall be very much more interested by hearing what takes place in a warmer country. What you tell me about Jordan’s subspecies interests me much. I hope M. Thuret or D r . Bornet will publish their results.— If you see them again, can you find out if they have so large a stock of seed that they could spare me a little. I should like to cross some of these five forms, and likewise grow them separately and in adjoining beds.— I am glad to hear about the orchids: mine are growing well.— One word more about the peas; it would be of some value, if you could ascertain that it was a general practice to grow the vars. of sweet and common peas separate; for this is certainly not commonly done in England. With cordial thanks for all your great kindness, believe me, | Yours very sincerely | Ch. Darwin"
DCP-LETT-5304.xml,1866-12-13 ,1866,"Darwin, C. R.","Falconer, Hugh","M r . Corbet does not like y r kind letter to remain unnoticed, and therefore I promise to write and thank you for it, & at the same time I am to tell you, that tho’ something better than he has been, yet he is so far from well that he does not feel equal to dictating a letter— Irritation of the mucous membrane is thought to be the cause of his distressing sensations, & there is no doubt that a very great deal is done by the strictest care in diet—& we endeavor as far as possible to get him to persevere in exercising every precaution. He desires to send his best regards & believe me dear M r . Darwin | Y rs . very truly | Eleanor Corbet Headington Hill | Oxford Dec. 13 th | 1866"
DCP-LETT-5349.xml,1867-01-08 ,1867,"Darwin, C. R.","Darwin, Horace","I received some weeks ago your great work. I have read several parts, but I am too poor a German scholar and the book is too large for me to read it all; I cannot tell you how much I regret this, for I am sure that nearly the whole would interest me greatly, and I have already found several parts very useful, such as the discussion on cells, and on the different forms of reproduction. I feel sure after considering the subject deliberately, and after consulting with Huxley, that it would be hopeless to endeavour to get a publisher to print an English translation; the work is too profound and too long for our English country-men. The number of new terms would also I am sure tell much against its sale; and indeed I wish for my own sake that you had printed a glossary of all the new terms which you use. I fully expect that your book will be highly successful in Germany; and the manner in which you often refer to me in your text, and your dedication and the title I shall always look at as one of the greatest honours conferred on me during my life. I sincerely hope that you have had a prosperous expedition and have met with many new and interesting animals If you have spare time, I should much like to hear what you have been doing and observing. As for myself I have sent the M.S. of my book on “Domestic Animals &c” to the printers; it turned out to be much too large; it will not be published I suppose until next November. I find that we have discussed several of the same subjects, and I think we agree on most points fairly well. I have lately heard several times from Fritz Müller, but he seems now cheifly to be working on plants. I often think of your visit to this house, which I enjoyed extremely, and it will ever be to me a real pleasure to remember our acquaintance. From what I heard in London, I think you made many friends there, Shall you return through England; if so, and you can spare the time, we shall all be delighted to see you here again. With cordial good wishes for your success in every way, believe | Dear Haeckel | Yours very sincerely | Charles Darwin"
DCP-LETT-5353.xml,1867-01-09 ,1867,"Darwin, C. R.","Hooker, J. D.","I like the first part of your paper in Gard. Chronicle to an extraordinary degree; you never, in my opinion, wrote anything better. You ask for all, even minute, criticisms.— In 1 st . column, you speak of no Alpine plants, & no replacement by zones, which will strike everyone with astonishment who has read Humboldt & Webb on zones on Teneriffe: : do you not mean boreal or Arctic plants? In 3 d . column you speak as if savages had generally viewed the endemic plants of the Atlantic Islands, now, as you well know, the Canaries alone of all the Arch s . were inhabited. In 3 d . column have you really materials to speak of confirming the proportion of winged & wingless insects on Islands?— Your comparison of plants of Madeira with islets of Grt. Britain is admirable.— I must just allude to one of your last notes with very curious case of proportion of annuals in N. Zealand. Are annuals adapted for short seasons, as in Arctic regions, or Tropical countries with dry season, or for periodically disturbed & cultivated ground? You speak of Evergreen vegetation as leading to few or confined conditions; but is not evergreen vegetation connected with humid & equable climate? Does not a very humid climate almost imply (Tyndall) an equable one? I have never printed a word that I can remember about orchids, & papilionaceous plants being few in islands on account of rarity of insects: & I remember you screamed at me when I suggested this apropos to Papilionaceæ in N. Zealand, & to the statement about clover not seeding there till the Hive Bee was introduced, as I stated in my paper in Gard. Chronicle.— I have been these last few days vexed & annoyed to a foolish degree by hearing that my M.S. “on Dom. An. & Cult. Plants”, will make 2 vols, both bigger than the “Origin”. The volumes will have to be full-sized Octavo, & I have written to Murray to suggest details to be printed in small type. But I feel that the size is quite ludicrous in relation to the subject. I am ready to swear at myself & at every fool who writes a book.— Yours affect | C. Darwin Seed of any Plumbago."
DCP-LETT-5411.xml,1867-02-22 ,1867,"Darwin, C. R.","Dawkins, W. B.","I send by this post a paper which has been sent to me by a gentleman at the Cape of Good Hope with the request that I would communicate it, if I thought fit, to the Linn. Soc. On a subject on which I feel so much interest I do not feel capable of judging whether it is worthy of being read & published by the Society. The paper describes a new species of that extraordinary genus Bonatea, & gives some new & curious details on its fertilization; but the paper is too diffuse & perhaps gives too many extraneous remarks. It will be difficult for the referee, should the paper be read & published, to determine what illustrations sh d be added; but perhaps the Council may think that enough or too much has already been published on the fertilzation of Orchids. My dear Sir | yours sincerely | Ch. Darwin"
DCP-LETT-5422.xml,1867-02-27 ,1867,"Darwin, C. R.","Weale, J. P. M.","Since writing to you about a week ago, it has occurred to me that you w d . perhaps grant me a great favour; namely to forward, & back up with your own influence, the enclosed queries on Expression to any capable & trustworthy observer, who associates with Hottentots or Caffres. I am sending these queries to all parts of the world, for I am much interested in the subject, & sh d . be grateful for any however small information. Anyone who w d . keep the subject before his mind for 2 or 3 months, would easily observe some of the points.— Pray excuse me begging this favour & do what you can to aid me.— Believe me | Yours very faithfully | Ch. Darwin"
DCP-LETT-5428.xml,1867-03-03 ,1867,"Darwin, C. R.","Lyell, Charles",I am not quite sure that this is not a duplicate & perhaps the other is within my will— It is only to tell you that I promised Mark that you would continue the payment of the £20 per annum after my death. The house I give him rent free— yours | Eras Darwin C R Darwin Esq Payable 1 st May & Nov
DCP-LETT-5438.xml,1867-03-11 ,1867,"Darwin, C. R.","Hooker, J. D.","I promised when you were here to look up a few cases of sexual ornamentation &c in insects & send the particulars to you. Here they are. 1. Gay-coloured butterflies. The tropical American genus Epicalia is a good case. The males are amongst the most gaudy of all butterflies; the females are generally very plain. I know both sexes of 12 species: in one both sexes are similar in pattern & colours & this pattern is that of the great majority of the females of the genus; in 9 other species the two sexes are so different that Entomologists formerly placed them in separate genera, but the male of one of the 9 is totally different in colours & pattern from the other 8 males although as gaily coloured as they; in the remaining 2 species both males & females are gaily coloured but males more so than females. I think this case will interest you; the fact of the females of 10 species being of the same type of colouration gives us a clue to the ancestral type, from which the males have diverged by sexual selection, & this type is that of both sexes in several allied genera found in various parts of the world. The fact, again, of 2 species having females gaily-coloured & very different from the females of the rest of the species points to the inheritance of gay colours being partaken of by both sexes in the two species whilst in the rest male has inherited male colours & female female. The males & females in this genus do not frequent separate haunts as in many other genera; but the females fly slower & nearer the ground than the males. The facts afforded by Epicalia are not isolated in Entomology— other genera & natural groups of species within genera afford similar illustrations. In some genera when the males are much more gaily coloured than their females   the males are immeasurably more numerous than the females & spend most of their days in the open sunlight whilst their obscurer partners are confined to the shade of the woods (Genera, Catagramma, Eunica, Megistanis &c). In other cases the females have clearly diverged from the Common type of coloration while the males have remained unchanged in this respect; groups of species of Pieris come under this category. 2 Armature of males. I have looked through my collection of horned genera of Lamellicorn beetles; viz, Copris, Phanæus and Onthophagus and find 5 specimens with their cephalic horns broken or edge of clypeus chipped. As we generally select perfect specimens in collecting this is only an indication of what might be found if attention was drawn to the subject. The male horns & thoracic bosses are so wonderfully developed in many species that they must have been drawn out by a long course of Natural Selection & therefore must be of some use to the species; but no one has yet recorded, to my knowledge, a case of males fighting: true, the species come out of their holes only at night. Excessive variability in size of horns & bosses I find is the rule, but not a rule without exceptions. For instance, the most wonderfully horned species of Onthophagus in the world viz. O. rangifer of the Zambezi region, shows in ab t . 100 specimens I have inspected (collected at random by a non-Entomologist) shew no imperfectly developed males; the female is without armature in this species. The rule in Onthophagus is, however, a gradual degradation of horns &c. from fully-developed males down to males so degenerate that they are scarcely to be distinguished from females. Another fact is that the species in Onthophagus cannot be naturally classed according to the horns of the male: in each natural group of species there are species with one cephalic horn & others with a pair, like the bull. In Phanæus & Copris there are species with horned females scarcely to be distinguished from degenerate males. If you wish to ask me any more special questions about these matters, I shall be glad to try to answer them Yours sincerely | H W Bates Wallace brought forward your enquiry regarding gay caterpillars before the Entomological Society last Meeting & several practical men are looking out for explanations."
DCP-LETT-5457A.xml,1867-03-24 ,1867,"Darwin, C. R.","Bronn, H. G.","I return Naudin’s letter, which I have been very glad to see: it is a clear case of the direct & immediate action of the pollen on the mother-plant, & rejoices my heart, for I look at such cases as unintelligible on any common view of the act of impregnation.— Etty & I admire your coolness in blowing us up for not understanding your inserted new case & difficulty, & we admire still more your candour in letting the rat out of the bag. I do not envy your wriggles in making the case harmonise with other facts;—but it must be done & I do not doubt you will succeed.— Müller counted above 13 sp. of orchids growing on one tree! You said you did not know of violet on Peak of Teneriffe, I enclose scrap which if useless cannot signify.— Fritz Müller has just sent me seeds of a dimorphic Plumbago, about which I bothered you: he has sent me seeds of a climbing Lobelia & of another kind which grows 10 ft high!!! I shall be curious to see this: I have also plants now growing of a dimorphic Cordia from S. Brazil: I never know whether any such things are worth offering you for Kew.— For instance I have several (& had more, but threw away) species of Oxalis from C. of Good Hope.— Here is a piece of good luck, a plant of Cyrtopodium of R. Brown,—the genus next to Catasetum—is coming into flower with me.— your affect | C. Darwin"
DCP-LETT-5481.xml,1867-04-01 ,1867,"Darwin, C. R.","Tegetmeier, W. B.","Lippstadt April 1. Dear Sir I am very much obliged to you for your extraordinary kindness in having sent me the paper on climbing plants by my brother and moreover your own work on this object, from which I had only read an abridgement in the botanical journal Flora, likewise for your bountiful communications on the papers published lately on the fertilization of flowers. The lecture of Hildebrand’s book “Geschlechtervertheilung”, sent me several days ago by Prof. Hanstein, has convinced myself that this department of observation, in which I intended to betake myself, is reaped almost as thoroughly as the fertilization of Orchids has been by your admirable work. Some few important details would possibly be found in examining in this regard our indigenous flowers, but of decisive importance would chiefly rest only the trial of breeding for several generations plants of the small always closed flowers of Lamium amplexicaule and of other similar species. I congratulate with my brother for having so abundant an opportunity and so perfect an ableness in discovering new interesting facts of some importance for your theorie. With respect to Subularia I am sorry to say that it does not grow in Westfalia. Of Pyrola two species (minor and rotundifolia) grow near Lippstadt and I shall not neglect to look on whether one of them is dimorphic and to advertise you. With Lopezia at this day at first I have begun, reminded by you and by Hildebrand’s book, to mark the individual flowers in order to watch more closely the revolution of the single parts. Indoubtedly L. miniata will behave as L. coronata observed by Hildebrand. With my sincere thanks I remain | My dear Sir | Yours most respectfully | H Müller"
DCP-LETT-5516.xml,1867-04-26 ,1867,"Darwin, C. R.","Lyell, Charles","Pardon me for giving you trouble Enclosed I send a root of a sort of wild oat grass, Bromus?, from the limestone hills of California   this is N o . 1—said to grow on all the hills in N.W. America. N o . 2 is a root of a very peculiar & distinct variety of barley which came from N o . 1, at which you will I have no doubt shake your head. The most curious fact is that several roots of barley all differing from our English barley came up in the same bed of oat grass. The transmutation of a genus seems almost incredible but I have seen so many changes that I have ceased to doubt strongly. I hope to be able to show you both barley & wheat from the root of grass enclosed N o . 1** again apologising for troubling you with the rather wild ideas of my old age | I am My D r Sir | Y rs . ever truly | Tho s . Rivers **This kind of grass has been domesticated some ten years or so not here but in New South Wales where it was taken by a gold digger from California & brought thence by my brother who was much struck with its vigour in that dry climate"
DCP-LETT-5518.xml,1867-04-29 ,1867,"Darwin, C. R.","Hooker, J. D.","Permit me to introduce to you as a correspondent my friend & neighbor Rob’t S. Rowley Esq, who first called my attention to that passage in D r Well’s Essay on the Party-colored Female, to which you allude in the preface of your New Edition. Your acknowledgement should be to him— — I have written an article, defending the religious idea of your Hypothesis, which I hope to send you— Prof Agassiz has been attacking the theory this winter very earnestly, but in too ad captandum a style to raise his reputation with scientific men— I think you will find that Mr Rowley has some ingenious suggestions to offer— Trusting that your health is much better, believe me dear Sir | Yours sincerely | C. L. Brace"
DCP-LETT-5523.xml,1867-05-02 ,1867,"Darwin, C. R.","Semper, K. G.","I have bespoken the stereotypes & desired Mr Murray to send them when ready to Mess rs Trübner. I sent yesterday by post some revised proof sheets, which will keep you employed for some time. You will find the whole of the first vol. dull, but I hope the 2 nd vol. is somewhat more interesting. I thank you cordially on my own part & in the name of the ladies of my family for your very very kind offer of the bears skin, which it will be a great gratification to me to possess. It will be the safest plan to address it to C Darwin Esqr 6 Queen Anne St Cavendish Square London. When you next have occasion to write be so good as to inform me whether the proof sheets had better be send via France or Belgium. The postage is cheaper by France. Also please to tell me whether it is necessary to give the whole of the address to you which you gave me. Dear Sir | yours very faithfully | Ch. Darwin"
DCP-LETT-5535.xml,1867-05-14 ,1867,"Darwin, C. R.","Moulinié, J. J.","You bade me apply to you if I wanted help. And this generosity has prevented me till I have tried every other means— Those who should have aided me for kin’s sake would do nothing when I left the Survey—except old M r Sowerby and he could not. I can borrow no money— I cannot sell my English Botany nor carry it on—& serious & frequent illness prevents me doing half that I ought, even in my precarious occupation. And not one of my monied friends but are themselves in difficulties   four men who would gladly aid me—and who had thousands, are now borrowing money.— And now I have my family engaged in schoolkeeping—my house partly let, & retrenchment in every sort— I am still heavily in debt, & have no means of getting out of it. I know not what I can do for you in return for any aid, unless your library wants the English Botany.— it is the only thing in my power. Pray let me send it you if you have it not. I dont think I should have written now, had not a dear sister, as poor as myself, been in the last stage of illness— I shall probably have to follow her to the grave directly—& you know what all this involves. Aid me, if you can, & command me in any way in return. I am, Dear Sir | Yours gratefully | J W Salter C. Darwin Esq r ."
DCP-LETT-7223.xml,1867-06-08 ,1867,"Darwin, C. R.","Wedgwood, L. C.","I hear that your Dog is a barker: please observe for me whether the (upper) lips are at all retracted or everted when he barks & just before he barks. My impression is that if you open a dog’s mouth lips almost hide teeth; but that they are much more exposed, when he barks, which implies some contraction or eversion. You are so good an observer that I know I can trust your conclusion. The Bark ought not to be a savage one, as that w d give tendency to snarl— a joyful bark or bark of good spirits w d . be best.— Think of any fact about expression of any emotion in any of your birds.— Yours affect. | C. Darwin Our Polly will not bark except as she rushes away to some supposed enemy in forest."
